step	loss_total_supervised
6199	0.25333425402641296
6239	0.10046068578958511
6279	0.13005109131336212
6319	0.08121690154075623
6359	0.13108214735984802
6399	0.0848177894949913
6439	0.22200362384319305
6479	0.16186055541038513
6519	0.12655487656593323
6559	0.07836681604385376
6599	0.10506625473499298
6639	0.09617307037115097
6679	0.09702274948358536
6719	0.12984901666641235
6759	0.09021008014678955
6799	0.3707162141799927
6839	0.23536446690559387
6879	0.0837688148021698
6919	0.09197071194648743
6959	0.12259062379598618
6999	0.09340262413024902
7039	0.4129307270050049
7079	0.12396169453859329
7119	0.27713072299957275
7159	0.08097788691520691
7199	0.07841154932975769
7239	0.11896461248397827
7279	0.07814310491085052
7319	0.10021886974573135
7359	0.12169816344976425
7399	0.46180233359336853
7439	0.19158108532428741
7479	0.08603634685277939
7519	0.07738639414310455
7559	0.0882059708237648
7599	0.3192082941532135
7639	0.07881476730108261
7679	0.08813631534576416
7719	0.07669335603713989
7759	0.08342120051383972
7799	0.06371522694826126
7839	0.11083489656448364
7879	0.18308396637439728
7919	0.0814896821975708
7959	0.14733117818832397
7999	0.07526325434446335
8039	0.0911058709025383
8079	0.21028104424476624
8119	0.1084456667304039
8159	0.1363002210855484
8199	0.45370614528656006
8239	0.2957097887992859
8279	0.0692591443657875
8319	0.27147024869918823
8359	0.15215206146240234
8399	0.09327300637960434
8439	0.3909539580345154
8479	0.4950520992279053
8519	0.20460709929466248
8559	0.12690261006355286
8599	0.3300926685333252
8639	0.11119735985994339
8679	0.11803928017616272
8719	0.34597036242485046
8759	0.054606951773166656
8799	0.18202616274356842
8839	0.08043017238378525
8879	0.17246732115745544
8919	0.1904793679714203
8959	0.0783543810248375
8999	0.14385734498500824
9039	0.17286843061447144
9079	0.14794319868087769
9119	0.5166433453559875
9159	0.26900729537010193
9199	0.27841442823410034
9239	0.3477941155433655
9279	0.2917647063732147
9319	0.5481598973274231
9359	0.16478073596954346
9399	0.43916627764701843
9439	0.10433414578437805
9479	0.18177418410778046
9519	0.08444350957870483
9559	0.09447894990444183
9599	0.08561266958713531
9639	0.10045523196458817
9679	0.09799090772867203
9719	0.09458412230014801
9759	0.2540353536605835
9799	0.254825621843338
9839	0.07992642372846603
9879	0.07473153620958328
9919	0.10763813555240631
9959	0.22523890435695648
9999	0.3450162410736084
10039	0.08937142789363861
10079	0.0743388682603836
10119	0.09798872470855713
10159	0.1368868052959442
10199	0.07272960990667343
10239	0.35506200790405273
10279	0.3413715362548828
10319	0.10752150416374207
10359	0.23941677808761597
10399	0.07146146893501282
10439	0.08956004679203033
10479	0.06513096392154694
10519	0.08688710629940033
10559	0.06747667491436005
10599	0.27356499433517456
10639	0.06833000481128693
10679	0.0580669641494751
10719	0.06583019345998764
10759	0.07861004024744034
10799	0.061729468405246735
10839	0.27451080083847046
10879	0.07517381757497787
10919	0.0714736357331276
10959	0.07115459442138672
10999	0.0897068902850151
11039	0.07985766977071762
11079	0.10068151354789734
11119	0.22405517101287842
11159	0.31637194752693176
11199	0.119631826877594
11239	0.08895005285739899
11279	0.1639212965965271
11319	0.06657310575246811
11359	0.08313442021608353
11399	0.392183393239975
11439	0.05815909430384636
11479	0.058802515268325806
11519	0.07596155256032944
11559	0.05611634626984596
11599	0.0685281753540039
11639	0.20714667439460754
11679	0.07704341411590576
11719	0.15974412858486176
11759	0.08690362423658371
11799	0.0678558349609375
